date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:39	9463/9463	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:13%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=113	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong64d0.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=3&fid=5)
11:23:39	10951/10951	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:13%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=112	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong79ff.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:40	13968/13968	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:14%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=97	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong0724.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:40	17814/17814	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:14%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=46	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong084d.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:41	17734/17734	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:14%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=45	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong98dc.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:41	17676/17676	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:15%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=44	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgonga916.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:42	16263/16263	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:15%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=43	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong2580.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:43	16281/16281	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:17%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=42	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong6396.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:44	22925/22925	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:17%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=41	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong7df0.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:45	22864/22864	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:18%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=40	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgongab5e.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=4&fid=5)
11:23:47	89808/89808	---M--	200	added ('OK')	image/jpeg	etag:%227670e4f49e73d11:0%22	http://www.jdf-tech.com.cn/edit_file/Image/2016-3-1/2016030117443227.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/edit_file/Image/2016-3-1/2016030117443227.jpg	(from http://www.jdf-tech.com.cn/cn/disgong.asp?id=265)
11:24:15	136642/136642	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:23:47%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=36	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgongf62c.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=5&fid=5)
11:24:41	29898/29898	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:24:14%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=29	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong95dc.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=5&fid=5)
11:25:06	24957/24957	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:24:40%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=27	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong3773.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=5&fid=5)
11:25:32	131900/131900	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:06%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=21	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong6258.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=5&fid=5)
11:25:34	30801/30801	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:06%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=19	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgonga9bc.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=5&fid=5)
11:25:35	12811/12811	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:08%20GMT	http://www.jdf-tech.com.cn/cn/disgong.asp?id=11	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/disgong0055.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=5&fid=5)
11:25:35	11946/11946	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:09%20GMT	http://www.jdf-tech.com.cn/cn/gong.asp?page=6&fid=5	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/gong7fe2.html	(from http://www.jdf-tech.com.cn/cn/gong.asp?page=5&fid=5)
11:25:46	3368/3368	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:21%20GMT	http://www.jdf-tech.com.cn/cn/include/code.asp?s=0&t=	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/include/codefe0f.html	(from http://www.jdf-tech.com.cn/cn/job_yp.asp)
11:25:46	1568/1568	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:21%20GMT	http://www.jdf-tech.com.cn/admin/job/up.asp?frameid=frame1&kuang=up_sl	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/admin/job/upf8da.html	(from http://www.jdf-tech.com.cn/cn/job_yp.asp)
11:25:47	11180/11180	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:21%20GMT	http://www.jdf-tech.com.cn/cn/job.asp?page=1	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/job2679.html	(from http://www.jdf-tech.com.cn/cn/job.asp?page=2)
11:25:47	663/663	---M--	200	added ('OK')	image/gif	etag:%2205776dd84f9ca1:0%22	http://www.jdf-tech.com.cn/cn/image/lyb04.gif	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/image/lyb04.gif	(from http://www.jdf-tech.com.cn/cn/guestbook.asp)
11:25:49	17681/17681	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:23%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=76	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/ordere27e.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=76)
11:26:10	136375/136375	---M--	200	added ('OK')	image/jpeg	etag:%220d2aa34887cc1:0%22	http://www.jdf-tech.com.cn/upimg/d2011101012510571.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d2011101012510571.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=76)
11:26:11	136375/136375	---M--	200	added ('OK')	image/jpeg	etag:%2280385648887cc1:0%22	http://www.jdf-tech.com.cn/upimg/d20111010125133125.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d20111010125133125.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=75)
11:26:11	17675/17675	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:45%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=75	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order1a6a.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=75)
11:26:12	17701/17701	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:45%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=12	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order4ef9.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=12)
11:26:15	213462/213462	---M--	200	added ('OK')	image/bmp	etag:%220b9c5e5645cb1:0%22	http://www.jdf-tech.com.cn/edit_file/Image/2010-6-6//2010060618420226.bmp	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/edit_file/Image/2010-6-6/2010060618420226.bmp	(from http://www.jdf-tech.com.cn/cn/zhao.asp?id=28)
11:26:16	17704/17704	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:49%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=11	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order0055.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=11)
11:26:17	24849/24849	---M--	200	added ('OK')	image/jpeg	etag:%2205de365b77cb1:0%22	http://www.jdf-tech.com.cn/upimg/d201069173738493.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d201069173738493.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=12)
11:26:17	24849/24849	---M--	200	added ('OK')	image/jpeg	etag:%22807ec955b37cb1:0%22	http://www.jdf-tech.com.cn/upimg/d20106917833955.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d20106917833955.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=11)
11:26:18	17725/17725	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:51%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=134	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order9b05.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=134)
11:26:24	42997/42997	---M--	200	added ('OK')	image/jpeg	etag:%2280e0da87b37cb1:0%22	http://www.jdf-tech.com.cn/edit_file/Image/2010-6-9//2010060917095716.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/edit_file/Image/2010-6-9/2010060917095716.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=11)
11:26:25	46928/46928	---M--	200	added ('OK')	image/jpeg	etag:%22fef1a299b1afcf1:0%22	http://www.jdf-tech.com.cn/upimg/d201484145913437.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d201484145913437.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=134)
11:26:26	17704/17704	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:25:59%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=133	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/ordera6dd.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=133)
11:26:33	50408/50408	---M--	200	added ('OK')	image/jpeg	etag:%228ef1d884b0afcf1:0%22	http://www.jdf-tech.com.cn/upimg/d201484145129863.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d201484145129863.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=133)
11:26:35	54918/54918	---M--	200	added ('OK')	image/jpeg	etag:%227a1f51acb0afcf1:0%22	http://www.jdf-tech.com.cn/edit_file/Image/2014-8-4/2014080414523548.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/edit_file/Image/2014-8-4/2014080414523548.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=133)
11:26:36	17685/17685	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:10%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=128	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order7e46.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=128)
11:26:40	129142/129142	---M--	200	added ('OK')	image/jpeg	etag:%22f63683eab1afcf1:0%22	http://www.jdf-tech.com.cn/edit_file/Image/2014-8-4/2014080415012930.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/edit_file/Image/2014-8-4/2014080415012930.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=134)
11:26:41	17737/17737	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:15%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=120	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order97d4.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=120)
11:26:51	87885/87885	---M--	200	added ('OK')	image/jpeg	etag:%226279c88a0c4ce1:0%22	http://www.jdf-tech.com.cn/upimg/d2013108162944116.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d2013108162944116.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=120)
11:26:52	17694/17694	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:25%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=9	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order5255.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=9)
11:26:59	152121/152121	---M--	200	added ('OK')	image/jpeg	etag:%22cc0eb93d3c4ce1:0%22	http://www.jdf-tech.com.cn/upimg/d2013109174023315.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d2013109174023315.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=128)
11:27:00	17690/17690	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:33%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=3	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/orderd708.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=3)
11:27:01	115438/115438	---M--	200	added ('OK')	image/jpeg	etag:%220e22fe0888cb1:0%22	http://www.jdf-tech.com.cn/upimg/d201061018378164.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d201061018378164.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=9)
11:27:02	17707/17707	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:35%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=8	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/orderc3c9.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=8)
11:27:04	14678/14678	---M--	200	added ('OK')	image/jpeg	etag:%22809b176ed66cb1:0%22	http://www.jdf-tech.com.cn/upimg/d201068144715730.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d201068144715730.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=10)
11:27:05	23917/23917	---M--	200	added ('OK')	image/jpeg	etag:%22807fdfd84f9ca1:0%22	http://www.jdf-tech.com.cn/upimg/d2010520131747685.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d2010520131747685.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=8)
11:27:05	17706/17706	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:39%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=10	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/orderf41b.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=10)
11:27:06	17693/17693	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:40%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=97	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order0724.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=97)
11:27:07	6635/6635	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Dec%202019%2003:25:34%20GMT	http://www.bloodgroup.com.cn/images/product/67.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.bloodgroup.com.cn/images/product/67.2ae.delayed	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=97)
11:27:08	17701/17701	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:41%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=14	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order87f1.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=14)
11:27:09	87532/87532	---M--	200	added ('OK')	image/jpeg	etag:%2280dd3b9c868cb1:0%22	http://www.jdf-tech.com.cn/upimg/d2010610182055982.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d2010610182055982.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=3)
11:27:10	17715/17715	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:43%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=26	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order3162.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=26)
11:27:13	24849/24849	---M--	200	added ('OK')	image/jpeg	etag:%220d6a7ba928cb1:0%22	http://www.jdf-tech.com.cn/upimg/d2010610194740811.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d2010610194740811.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=26)
11:27:13	17707/17707	---M--	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202019%2003:26:47%20GMT	http://www.jdf-tech.com.cn/cn/order.asp?id=31	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/cn/order6fb5.html	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=31)
11:27:14	24849/24849	---M--	200	added ('OK')	image/jpeg	etag:%22080b368938cb1:0%22	http://www.jdf-tech.com.cn/upimg/d2010610195232890.jpg	E:/owen/software/wamp/Apache24/htdocs/backup/jdf-tech/jdf/www.jdf-tech.com.cn/upimg/d2010610195232890.jpg	(from http://www.jdf-tech.com.cn/cn/dispro.asp?id=31)
